id_veiculo,valor_fipe,tipo_veiculo
1112,50903.45,Moto
1113,86948.63,Moto
1114,47114.59,Moto
1115,54523.21,Moto
1116,49479.32,Passeio
1117,32469.83,Utilitário
1118,67142.34,Passeio
1119,61279.0,Moto
1120,61865.48,Moto
1121,36359.19,Moto
1122,71041.91,Utilitário
1123,28972.23,Passeio
1124,58802.86,Passeio
1125,82856.83,Moto
1126,35141.96,Passeio
1127,41505.53,Utilitário
1128,51494.77,Passeio
1129,42447.87,Moto
1130,26740.05,Passeio
1131,51028.44,Passeio
1132,34065.44,Passeio
1133,57103.89,Passeio
1134,36208.64,Utilitário
1135,73249.02,Moto
1136,38251.2,Passeio
1137,45169.08,Passeio
1138,62202.76,Passeio
1139,31537.04,Utilitário
1140,53411.9,Moto
1141,69607.14,Utilitário
1142,25887.75,Moto
1143,52769.51,Passeio
1144,53898.24,Moto
1145,61727.34,Moto
1146,31445.74,Moto
1147,30193.15,Passeio
1148,57829.12,Utilitário
1149,54454.77,Passeio
1150,53757.39,Utilitário
1151,55196.72,Utilitário
1152,39799.63,Utilitário
1153,53483.81,Utilitário
1154,54396.09,Utilitário
1155,39284.73,Passeio
1156,77986.62,Passeio
1157,57107.49,Utilitário
1158,32130.45,Moto
1159,59848.3,Passeio
1160,35379.77,Utilitário
1161,61806.27,Utilitário
1162,67378.93,Moto
1163,37689.77,Moto
1164,64450.64,Utilitário
1165,56191.71,Moto
1166,62330.9,Passeio
1167,78451.89,Utilitário
1168,46319.18,Passeio
1169,38693.96,Utilitário
1170,36657.28,Passeio
1171,37762.85,Utilitário
1172,48843.47,Passeio
1173,55117.28,Moto
1174,54150.36,Utilitário
1175,62407.75,Utilitário
1176,50195.03,Utilitário
1177,71803.01,Utilitário
1178,46030.15,Passeio
1179,90802.54,Utilitário
1180,59385.01,Moto
1181,37142.64,Passeio
1182,33936.61,Utilitário
1183,57237.09,Utilitário
1184,46648.06,Passeio
1185,60710.01,Passeio
1186,57098.56,Utilitário
1187,48907.57,Passeio
1188,37298.09,Moto
1189,27277.29,Utilitário
1190,43302.28,Utilitário
1191,62845.98,Passeio
1192,53211.41,Moto
1193,31313.92,Moto
1194,52597.71,Utilitário
1195,55779.76,Moto
1196,36742.14,Moto
1197,52305.88,Moto
1198,50873.13,Utilitário
1199,32855.45,Utilitário
1200,55366.81,Moto
1201,58411.77,Moto
1202,66245.77,Utilitário
1203,65807.03,Utilitário
1204,29334.96,Passeio
1205,35932.62,Passeio
1206,57725.53,Moto
1207,57706.79,Utilitário
1208,57725.72,Utilitário
1209,107790.97,Utilitário
1210,58563.36,Moto
1211,67033.48,Passeio
1212,64310.03,Utilitário
1213,59770.87,Utilitário
1214,45270.96,Passeio
1215,61384.54,Utilitário
1216,38407.62,Utilitário
1217,46447.72,Passeio
1218,42719.55,Passeio
1219,51228.11,Utilitário
1220,84719.88,Utilitário
1221,21991.02,Utilitário
1222,60293.9,Passeio
1223,25809.26,Utilitário
1224,42921.02,Passeio
1225,66334.26,Utilitário
1226,50964.2,Moto
1227,33833.83,Utilitário
1228,39270.44,Utilitário
1229,60193.97,Utilitário
1230,39044.5,Moto
1231,53246.88,Passeio
1232,50683.58,Utilitário
1233,40225.99,Passeio
1234,82159.16,Passeio
1235,59508.79,Moto
1236,19622.86,Moto
1237,52796.81,Utilitário
1238,40073.2,Utilitário
1239,62786.5,Moto
1240,38112.19,Moto
1241,48278.95,Utilitário
1242,57574.81,Utilitário
1243,62986.33,Passeio
1244,31995.55,Utilitário
1245,44982.48,Moto
1246,42875.82,Passeio
1247,40200.06,Passeio
1248,76481.81,Passeio
1249,56074.73,Passeio
1250,31086.74,Passeio
1251,63767.93,Passeio
1252,81832.34,Moto
1253,65486.98,Moto
1254,27209.45,Utilitário
1255,42736.49,Moto
1256,69003.67,Moto
1257,39384.96,Utilitário
1258,56657.29,Passeio
1259,61619.51,Moto
1260,36096.04,Moto
1261,49107.12,Passeio
1262,15000.0,Passeio
1263,34634.19,Moto
1264,46211.48,Passeio
1265,31283.25,Moto
1266,74486.17,Passeio
1267,28547.88,Utilitário
1268,43399.33,Moto
1269,51961.11,Passeio
1270,71619.1,Passeio
1271,28462.07,Utilitário
1272,67447.46,Passeio
1273,50153.5,Passeio
1274,35277.37,Passeio
1275,56931.55,Moto
1276,52985.9,Utilitário
1277,40996.75,Utilitário
1278,51047.03,Utilitário
1279,44220.3,Moto
1280,51702.76,Passeio
1281,59931.96,Moto
1282,73790.25,Utilitário
1283,31432.77,Utilitário
1284,81995.5,Utilitário
1285,20718.68,Moto
1286,47723.22,Moto
1287,58824.76,Passeio
1288,54214.88,Moto
1289,40659.51,Passeio
1290,46878.17,Passeio
1291,42604.99,Passeio
1292,41159.53,Utilitário
1293,62744.03,Passeio
1294,55355.23,Moto
1295,39606.36,Moto
1296,63494.0,Utilitário
1297,54609.49,Utilitário
1298,62192.93,Utilitário
1299,59444.43,Moto
1300,37565.07,Moto
1301,41597.28,Passeio
1302,61209.4,Moto
1303,59155.55,Utilitário
1304,49686.48,Passeio
1305,51759.91,Passeio
1306,69164.97,Utilitário
1307,41126.43,Passeio
1308,58206.46,Utilitário
1309,46967.11,Utilitário
1310,46734.78,Utilitário
1311,66481.65,Moto
1312,62381.25,Utilitário
1313,62202.64,Utilitário
1314,69582.18,Passeio
1315,50315.06,Passeio
1316,60229.29,Utilitário
1317,45346.0,Passeio
1318,54862.5,Moto
1319,48047.85,Moto
1320,51454.94,Passeio
1321,58927.36,Passeio
1322,37726.69,Passeio
1323,81385.81,Passeio
1324,34909.74,Passeio
1325,31787.17,Moto
1326,67371.66,Utilitário
1327,61874.94,Passeio
1328,59361.8,Utilitário
1329,59425.18,Passeio
1330,49816.3,Utilitário
1331,36541.18,Passeio
1332,51137.07,Passeio
1333,39842.57,Moto
1334,64626.8,Moto
1335,47794.14,Moto
1336,37617.54,Moto
1337,45179.21,Passeio
1338,56193.97,Moto
1339,41544.13,Utilitário
1340,37666.69,Moto
1341,53655.31,Utilitário
1342,53674.5,Utilitário
1343,42395.85,Passeio
1344,42934.43,Moto
1345,53480.75,Moto
1346,28278.73,Utilitário
1347,28888.04,Utilitário
1348,39223.34,Moto
1349,46798.29,Utilitário
1350,54663.61,Passeio
1351,72130.34,Moto
1352,62864.89,Passeio
1353,47600.92,Passeio
1354,49714.76,Moto
1355,34962.06,Moto
1356,49722.3,Utilitário
1357,45670.12,Passeio
1358,54840.78,Moto
1359,37591.54,Moto
1360,57790.2,Passeio
1361,72991.08,Utilitário
1362,48368.6,Moto
1363,56025.68,Passeio
1364,60352.16,Passeio
1365,43981.69,Utilitário
1366,53361.39,Moto
1367,50188.89,Passeio
1368,51465.14,Utilitário
1369,38404.85,Moto
1370,50367.65,Moto
1371,57469.97,Moto
1372,71767.15,Moto
1373,64389.06,Moto
1374,82297.74,Utilitário
1375,38489.79,Passeio
1376,63084.81,Utilitário
1377,52750.13,Passeio
1378,82847.04,Utilitário
1379,37875.53,Moto
1380,37404.17,Utilitário
1381,41009.11,Passeio
1382,18141.56,Moto
1383,42113.67,Passeio
1384,38613.01,Moto
1385,52255.91,Moto
1386,55126.34,Moto
1387,78142.56,Passeio
1388,64256.36,Passeio
1389,41346.45,Utilitário
1390,36523.78,Passeio
1391,57378.79,Utilitário
1392,30196.5,Passeio
1393,77471.88,Moto
1394,67691.6,Utilitário
1395,42962.37,Utilitário
1396,24302.98,Utilitário
1397,70308.09,Utilitário
1398,48281.9,Passeio
1399,68567.24,Utilitário
1400,26083.59,Moto
1401,41009.37,Passeio
1402,50078.66,Moto
1403,50704.71,Passeio
1404,43249.02,Passeio
1405,59342.75,Utilitário
1406,33985.69,Moto
1407,47864.31,Moto
1408,51804.43,Moto
1409,57716.58,Passeio
1410,60674.22,Utilitário
1411,33130.37,Passeio
1412,26988.29,Utilitário
1413,69165.15,Moto
1414,54984.71,Moto
1415,38772.7,Moto
1416,73267.28,Moto
1417,51735.12,Passeio
1418,67689.46,Utilitário
1419,51012.78,Moto
1420,80911.22,Utilitário
1421,76330.11,Utilitário
1422,46265.54,Passeio
1423,64573.56,Passeio
1424,59680.64,Passeio
1425,70529.47,Passeio
1426,35526.15,Utilitário
1427,60290.77,Moto
1428,65876.37,Moto
1429,23618.91,Utilitário
1430,32251.12,Moto
1431,19411.52,Utilitário
1432,45958.9,Utilitário
1433,60763.13,Moto
1434,72535.36,Passeio
1435,51111.42,Passeio
1436,74429.23,Moto
1437,29298.48,Passeio
1438,24449.26,Moto
1439,49166.78,Moto
1440,55760.98,Moto
1441,49509.58,Passeio
1442,18988.37,Utilitário
1443,48663.2,Utilitário
1444,30432.96,Passeio
1445,60045.09,Passeio
1446,55498.97,Utilitário
1447,35901.8,Utilitário
1448,42292.0,Utilitário
1449,34111.8,Utilitário
1450,49059.81,Moto
1451,64327.13,Moto
1452,35214.11,Utilitário
1453,57560.7,Moto
1454,42046.14,Utilitário
1455,38106.91,Passeio
1456,48394.54,Moto
1457,34471.37,Moto
1458,41695.26,Passeio
1459,32031.83,Utilitário
1460,79470.88,Moto
1461,50528.95,Moto
1462,39504.12,Moto
1463,53209.7,Utilitário
1464,48315.08,Moto
1465,46685.46,Passeio
1466,59212.5,Moto
1467,61362.62,Passeio
1468,42042.48,Passeio
1469,41362.73,Utilitário
1470,45874.22,Utilitário
1471,15471.18,Moto
1472,27272.13,Passeio
1473,70503.11,Passeio
1474,74674.52,Utilitário
1475,46264.46,Moto
1476,58648.35,Moto
1477,54668.75,Passeio
1478,96183.21,Moto
1479,66793.62,Moto
1480,48081.24,Passeio
1481,35666.89,Utilitário
1482,25903.31,Moto
1483,53051.95,Utilitário
1484,38654.74,Moto
1485,28666.19,Utilitário
1486,40301.41,Moto
1487,33776.78,Moto
1488,75307.12,Moto
1489,63224.6,Moto
1490,49880.41,Moto
1491,72199.16,Passeio
1492,51160.52,Moto
1493,37080.74,Passeio
1494,72846.86,Moto
1495,58083.65,Utilitário
1496,34441.31,Utilitário
1497,47144.92,Utilitário
1498,36865.73,Passeio
1499,29258.0,Passeio
1500,63892.66,Utilitário
1501,78641.25,Passeio
1502,29021.49,Utilitário
1503,58444.54,Moto
1504,40240.36,Moto
1505,42693.12,Moto
1506,41114.09,Moto
1507,37040.14,Passeio
1508,50727.82,Utilitário
1509,37535.75,Passeio
1510,54056.85,Utilitário
1511,49246.43,Moto
1512,46415.78,Utilitário
1513,36386.55,Passeio
1514,41348.43,Utilitário
1515,61330.87,Moto
1516,57513.76,Passeio
1517,35336.67,Passeio
1518,51489.98,Utilitário
1519,61270.81,Moto
1520,24958.92,Utilitário
1521,58150.4,Passeio
1522,40060.64,Utilitário
1523,58558.98,Utilitário
1524,38551.11,Moto
1525,22926.77,Utilitário
1526,25586.86,Moto
1527,50721.27,Utilitário
1528,53895.84,Moto
1529,36435.25,Passeio
1530,59578.89,Moto
1531,25077.2,Moto
1532,49008.8,Utilitário
1533,31834.76,Utilitário
1534,40222.46,Passeio
1535,50710.98,Moto
1536,37093.8,Passeio
1537,44231.67,Utilitário
1538,65094.39,Moto
1539,41346.62,Passeio
1540,62535.38,Utilitário
1541,33054.4,Utilitário
1542,57947.06,Passeio
1543,71623.53,Moto
1544,15000.0,Passeio
1545,38046.57,Utilitário
1546,58656.08,Moto
1547,46954.32,Moto
1548,55567.19,Passeio
1549,40940.22,Utilitário
1550,51298.85,Passeio
1551,47664.84,Passeio
1552,67516.73,Utilitário
1553,53816.31,Moto
1554,55064.04,Moto
1555,43821.85,Passeio
1556,42685.91,Moto
1557,43511.63,Utilitário
1558,55916.78,Moto
1559,43685.23,Utilitário
1560,54346.62,Moto
1561,81131.01,Passeio
1562,63066.87,Utilitário
1563,45109.65,Utilitário
1564,68018.21,Utilitário
1565,43878.87,Moto
1566,19428.13,Passeio
1567,34878.71,Moto
1568,21938.12,Passeio
1569,44727.3,Utilitário
1570,50276.28,Moto
1571,75146.56,Utilitário
1572,54903.91,Moto
1573,46713.49,Passeio
1574,62441.08,Passeio
1575,16832.97,Utilitário
1576,53534.22,Passeio
1577,61562.98,Moto
1578,27821.21,Moto
1579,67156.31,Utilitário
1580,55077.45,Utilitário
1581,43770.68,Utilitário
1582,59491.73,Utilitário
1583,84060.39,Moto
1584,52727.99,Utilitário
1585,53723.31,Passeio
1586,43109.59,Passeio
1587,37252.33,Passeio
1588,62455.04,Passeio
1589,37158.74,Utilitário
1590,51073.49,Moto
1591,42835.14,Passeio
1592,57184.7,Passeio
1593,55004.93,Passeio
1594,65563.1,Passeio
1595,42349.75,Utilitário
1596,45951.88,Passeio
1597,35318.54,Passeio
1598,43335.6,Passeio
1599,55659.51,Moto
1600,61354.83,Moto
1601,36167.52,Passeio
1602,63044.09,Moto
1603,70334.57,Passeio
1604,56201.52,Passeio
1605,78151.94,Passeio
1606,38393.16,Passeio
1607,31330.18,Utilitário
1608,23319.2,Passeio
1609,72440.66,Moto
1610,59815.48,Utilitário
1611,49166.23,Moto
1612,54199.53,Utilitário
1613,33117.66,Passeio
1614,86686.28,Passeio
1615,51938.32,Passeio
1616,51640.92,Passeio
1617,60886.5,Utilitário
1618,57215.14,Moto
1619,53358.26,Passeio
1620,38142.88,Passeio
1621,57072.03,Passeio
1622,78230.37,Passeio
1623,70181.3,Moto
1624,73897.8,Utilitário
1625,42331.76,Passeio
1626,35155.93,Passeio
1627,48113.2,Moto
1628,50835.87,Moto
1629,66412.87,Moto
1630,24613.03,Utilitário
1631,72943.25,Passeio
1632,47629.88,Moto
1633,43596.78,Utilitário
1634,34818.43,Utilitário
1635,25177.15,Moto
1636,62347.56,Passeio
1637,51099.77,Moto
1638,30650.59,Moto
1639,30573.82,Moto
1640,44963.23,Utilitário
1641,75035.32,Utilitário
1642,46106.13,Utilitário
1643,27452.86,Utilitário
1644,46313.85,Moto
1645,45909.15,Passeio
1646,15000.0,Utilitário
1647,49185.58,Moto
1648,46535.98,Utilitário
1649,60443.1,Passeio
1650,77734.34,Moto
1651,66898.48,Passeio
1652,45966.67,Moto
1653,33402.11,Utilitário
1654,88600.4,Utilitário
1655,50888.28,Utilitário
1656,50208.94,Utilitário
1657,49638.12,Passeio
1658,52971.27,Moto
1659,47834.59,Utilitário
1660,41395.07,Utilitário
1661,41797.12,Passeio
1662,49508.7,Passeio
1663,41848.63,Utilitário
1664,39307.31,Passeio
1665,51596.45,Passeio
1666,46175.34,Utilitário
1667,72559.89,Utilitário
1668,15000.0,Utilitário
1669,66372.6,Utilitário
1670,68691.28,Moto
1671,18899.15,Moto
1672,44859.69,Moto
1673,44428.39,Passeio
1674,28887.32,Passeio
1675,38332.75,Passeio
1676,33341.36,Moto
1677,76284.06,Passeio
1678,64035.18,Moto
1679,69073.33,Moto
1680,60825.08,Moto
1681,33064.22,Moto
1682,42132.2,Passeio
1683,57340.62,Utilitário
1684,31668.08,Passeio
1685,60694.98,Passeio
1686,46395.12,Utilitário
1687,44377.69,Moto
1688,60664.4,Passeio
1689,56663.95,Moto
1690,44585.51,Moto
1691,67389.95,Moto
1692,33784.05,Passeio
1693,59239.03,Utilitário
1694,58896.52,Passeio
1695,45356.8,Utilitário
1696,54892.0,Utilitário
1697,31233.3,Utilitário
1698,63860.41,Passeio
1699,47226.47,Moto
1700,42159.15,Utilitário
1701,65735.14,Moto
1702,39434.84,Utilitário
1703,28873.08,Passeio
1704,26650.56,Passeio
1705,59090.15,Passeio
1706,30793.56,Moto
1707,76321.91,Passeio
1708,18771.06,Passeio
1709,75446.85,Moto
1710,53165.26,Utilitário
1711,48549.3,Moto
1712,41826.21,Utilitário
1713,55987.04,Passeio
1714,49435.48,Utilitário
1715,66549.53,Passeio
1716,51713.41,Passeio
1717,52254.53,Passeio
1718,44545.82,Moto
1719,49145.82,Moto
1720,54617.03,Moto
1721,24347.47,Moto
1722,29777.22,Moto
1723,61148.96,Passeio
1724,52562.98,Passeio
1725,47240.25,Passeio
1726,50276.51,Passeio
1727,55213.73,Utilitário
1728,41903.6,Moto
1729,38325.43,Utilitário
1730,52937.68,Utilitário
1731,35324.41,Utilitário
1732,56123.79,Moto
1733,24461.25,Passeio
1734,65437.33,Passeio
1735,57088.96,Utilitário
1736,53840.45,Passeio
1737,64740.36,Moto
1738,74982.12,Passeio
1739,65215.55,Passeio
1740,22386.89,Moto
1741,30806.35,Utilitário
1742,40627.72,Utilitário
1743,50391.37,Moto
1744,57764.89,Utilitário
1745,39113.84,Utilitário
1746,52801.5,Utilitário
1747,38669.26,Utilitário
1748,40827.23,Moto
1749,28900.08,Utilitário
1750,36151.5,Utilitário
1751,29724.73,Moto
1752,35361.9,Passeio
1753,65804.63,Moto
1754,35759.02,Utilitário
1755,89485.73,Moto
1756,57399.77,Moto
1757,52772.54,Moto
1758,37124.63,Moto
1759,60504.65,Passeio
1760,41365.43,Moto
1761,51830.15,Utilitário
1762,88401.27,Passeio
1763,48559.1,Moto
1764,67239.1,Utilitário
1765,39452.35,Utilitário
1766,49475.17,Utilitário
1767,76562.01,Utilitário
1768,40595.49,Passeio
1769,77186.73,Utilitário
1770,60616.28,Utilitário
1771,41563.0,Utilitário
1772,59486.12,Utilitário
1773,64588.32,Passeio
1774,59327.15,Moto
1775,26446.63,Moto
1776,39092.94,Moto
1777,46287.22,Passeio
1778,48883.5,Moto
1779,59310.08,Utilitário
1780,52665.52,Passeio
1781,29969.83,Moto
1782,55702.97,Moto
1783,59158.79,Moto
1784,58396.86,Passeio
1785,66211.71,Passeio
1786,62508.83,Utilitário
1787,56887.7,Passeio
1788,48947.51,Passeio
1789,25085.59,Utilitário
1790,56444.27,Moto
1791,53115.32,Moto
1792,54073.68,Passeio
1793,30848.77,Utilitário
1794,33784.15,Moto
1795,65797.29,Utilitário
1796,49406.67,Utilitário
1797,60222.51,Passeio
1798,50424.78,Moto
1799,50446.34,Utilitário
1800,64074.26,Moto
1801,42259.33,Moto
1802,51441.81,Moto
1803,43065.87,Moto
1804,43482.56,Utilitário
1805,45362.42,Moto
1806,53332.01,Utilitário
1807,42818.77,Passeio
1808,68836.34,Passeio
1809,36580.89,Utilitário
1810,47196.93,Passeio
1811,43404.03,Passeio
1812,71704.67,Moto
1813,52948.32,Utilitário
1814,65477.67,Utilitário
1815,27716.59,Moto
1816,54005.75,Passeio
1817,63344.46,Moto
1818,51234.26,Utilitário
1819,65982.21,Moto
1820,42240.67,Utilitário
1821,71140.21,Utilitário
1822,84483.47,Passeio
1823,44557.42,Utilitário
1824,43317.46,Passeio
1825,71800.77,Moto
1826,73693.58,Passeio
1827,42157.1,Moto
1828,43697.2,Moto
1829,45773.23,Moto
1830,29833.24,Utilitário
1831,36220.22,Passeio
1832,34937.89,Moto
1833,38483.04,Moto
1834,49479.73,Passeio
1835,53513.22,Moto
1836,73257.51,Utilitário
1837,35024.69,Passeio
1838,64764.84,Moto
1839,46790.17,Passeio
1840,49258.04,Utilitário
1841,60122.29,Utilitário
1842,33159.17,Moto
1843,55736.15,Passeio
1844,52496.78,Utilitário
1845,57386.77,Passeio
1846,54337.53,Passeio
1847,86829.5,Moto
1848,40433.9,Utilitário
1849,42035.05,Moto
1850,40652.89,Passeio
1851,41667.84,Moto
1852,40439.19,Moto
1853,67835.25,Utilitário
1854,71307.56,Passeio
1855,41438.81,Moto
1856,37514.67,Passeio
1857,57071.23,Moto
1858,41716.65,Utilitário
1859,59493.98,Moto
1860,53043.85,Utilitário
1861,27263.84,Moto
1862,73212.58,Moto
1863,76938.17,Utilitário
1864,40808.17,Moto
1865,44184.48,Moto
1866,54287.98,Utilitário
1867,55016.85,Moto
1868,59878.16,Passeio
1869,80153.07,Moto
1870,47345.79,Utilitário
1871,38025.54,Moto
1872,29310.21,Passeio
1873,39036.05,Passeio
1874,49503.1,Moto
1875,76918.37,Moto
1876,42235.83,Utilitário
1877,53356.82,Moto
1878,49753.66,Utilitário
1879,67825.9,Passeio
1880,87903.99,Passeio
1881,42036.97,Passeio
1882,42658.41,Passeio
1883,65662.41,Moto
1884,60228.37,Moto
1885,77700.61,Utilitário
1886,58758.92,Utilitário
1887,44610.62,Passeio
1888,58859.82,Utilitário
1889,66630.55,Moto
1890,62307.23,Utilitário
1891,57609.11,Passeio
1892,66000.12,Utilitário
1893,67539.43,Moto
1894,70732.38,Utilitário
1895,59730.65,Passeio
1896,47493.23,Moto
1897,52200.71,Utilitário
1898,68097.63,Passeio
1899,37745.96,Utilitário
1900,55530.1,Utilitário
1901,44099.92,Moto
1902,50431.17,Moto
1903,69176.78,Moto
1904,52866.49,Passeio
1905,50696.55,Utilitário
1906,29602.16,Passeio
1907,61193.8,Moto
1908,59682.26,Passeio
1909,82448.82,Passeio
1910,45383.33,Moto
1911,53287.25,Utilitário
1912,53740.76,Passeio
1913,73661.8,Utilitário
1914,48570.57,Moto
1915,54185.32,Utilitário
1916,59118.45,Utilitário
1917,52799.14,Utilitário
1918,43303.5,Utilitário
1919,52911.35,Passeio
1920,66104.48,Passeio
1921,34602.27,Moto
1922,51994.55,Moto
1923,39498.19,Moto
1924,67925.7,Passeio
1925,27152.2,Passeio
1926,41616.17,Passeio
1927,55658.18,Utilitário
1928,73482.86,Passeio
1929,49013.75,Passeio
1930,41672.01,Passeio
1931,78217.36,Moto
1932,28279.79,Moto
1933,17017.91,Moto
1934,56600.22,Passeio
1935,42469.19,Passeio
1936,34681.51,Moto
1937,60625.35,Utilitário
1938,53657.01,Moto
1939,41538.82,Utilitário
1940,30795.43,Utilitário
1941,63086.86,Passeio
1942,59753.02,Passeio
1943,48512.36,Passeio
1944,77699.55,Utilitário
1945,33948.73,Utilitário
1946,27117.12,Moto
1947,39621.38,Moto
1948,49316.21,Moto
1949,53650.09,Moto
1950,46381.46,Utilitário
1951,55280.83,Passeio
1952,31226.91,Passeio
1953,71656.47,Passeio
1954,48767.73,Utilitário
1955,66759.44,Passeio
1956,55140.88,Moto
1957,56851.3,Moto
1958,58546.51,Passeio
1959,56715.63,Passeio
1960,59640.84,Moto
1961,69937.29,Passeio
1962,52947.82,Passeio
1963,60635.06,Passeio
1964,48653.96,Utilitário
1965,71601.76,Passeio
1966,39854.12,Moto
1967,77014.11,Utilitário
1968,49397.63,Moto
1969,28538.37,Moto
1970,51921.57,Passeio
1971,39784.23,Moto
1972,62609.65,Passeio
1973,40210.64,Utilitário
1974,43307.25,Passeio
1975,21656.89,Passeio
1976,43215.41,Passeio
1977,15000.0,Passeio
1978,26241.46,Passeio
1979,61406.22,Utilitário
1980,61787.0,Passeio
1981,56381.86,Utilitário
1982,35495.36,Moto
1983,49284.33,Passeio
1984,49945.96,Moto
1985,32624.53,Utilitário
1986,72550.97,Passeio
1987,63160.43,Passeio
1988,46685.54,Moto
1989,50403.29,Moto
1990,53125.74,Moto
1991,19373.98,Utilitário
1992,46292.34,Utilitário
1993,39770.24,Passeio
1994,34975.7,Moto
1995,45783.5,Utilitário
1996,76965.3,Utilitário
1997,59612.64,Utilitário
1998,41432.32,Moto
1999,58588.74,Utilitário
2000,70990.33,Utilitário
2001,63869.51,Moto
2002,50894.46,Utilitário
2003,40295.95,Moto
2004,60473.35,Moto
2005,55902.28,Utilitário
2006,63427.9,Moto
2007,59527.58,Passeio
2008,65743.29,Moto
2009,41971.47,Passeio
2010,69760.91,Passeio
2011,52963.99,Moto
2012,81128.91,Passeio
2013,39662.18,Passeio
2014,76039.46,Utilitário
2015,52968.66,Moto
2016,40228.73,Moto
2017,42741.71,Passeio
2018,45194.79,Moto
2019,56362.49,Moto
2020,57842.53,Utilitário
2021,41394.5,Utilitário
2022,49634.68,Moto
2023,82134.06,Utilitário
2024,75913.15,Moto
2025,56544.86,Utilitário
2026,50570.05,Passeio
2027,51800.47,Utilitário
2028,59202.77,Passeio
2029,34658.11,Utilitário
2030,46139.35,Moto
2031,24971.24,Moto
2032,55988.35,Passeio
2033,59707.94,Passeio
2034,42752.2,Moto
2035,73609.8,Utilitário
2036,31613.52,Passeio
2037,28034.38,Moto
2038,53366.78,Utilitário
2039,65706.47,Moto
2040,75258.92,Moto
2041,43116.74,Utilitário
2042,66180.21,Utilitário
2043,49422.37,Utilitário
2044,47410.59,Utilitário
2045,63254.9,Moto
2046,59784.84,Moto
2047,26354.12,Moto
2048,72148.11,Utilitário
2049,70701.37,Moto
2050,40616.56,Moto
2051,55937.05,Utilitário
2052,57410.45,Utilitário
2053,53910.11,Passeio
2054,41745.42,Utilitário
2055,39925.65,Moto
2056,49616.69,Utilitário
2057,67590.94,Passeio
2058,58154.0,Passeio
2059,44440.79,Moto
2060,61575.48,Utilitário
2061,15000.0,Utilitário
2062,67231.49,Passeio
2063,23904.29,Utilitário
2064,44563.39,Moto
2065,33204.95,Moto
2066,30579.78,Utilitário
2067,67412.4,Utilitário
2068,42984.48,Moto
2069,55197.56,Utilitário
2070,49296.19,Passeio
2071,57155.61,Passeio
2072,51152.33,Utilitário
