id_sinistro,id_apolice,data_ocorrencia,tipo_sinistro,valor_reclamado,grande_monta
3168,2168,2026-03-11,Roubo,18767.25,0
3169,2169,2026-02-18,Roubo,15677.72,0
3170,2170,2025-08-30,Roubo,14852.51,0
3171,2171,2026-02-01,Roubo,15300.46,0
3172,2172,2025-04-27,Alagamento,19790.02,0
3173,2173,2026-01-16,Roubo,22331.99,0
3174,2174,2026-04-13,Roubo,21940.23,0
3175,2175,2025-09-18,Roubo,25285.89,0
3176,2176,2025-10-04,Alagamento,20337.63,0
3177,2177,2026-02-23,Colisão,29092.59,0
3178,2178,2025-05-05,Roubo,18650.14,0
3179,2179,2025-04-14,Colisão,36790.67,1
3180,2180,2025-12-12,Alagamento,24061.16,0
3181,2181,2025-05-27,Roubo,15049.17,0
3182,2182,2026-01-08,Alagamento,13750.17,1
3183,2183,2025-05-17,Alagamento,23190.88,0
3184,2184,2026-04-05,Colisão,18900.5,0
3185,2185,2025-06-14,Roubo,24598.01,1
3186,2186,2025-10-23,Alagamento,23134.76,0
3187,2187,2025-12-25,Colisão,19815.99,0
3188,2188,2025-10-07,Colisão,15112.15,0
3189,2189,2026-02-18,Alagamento,11052.0,0
3190,2190,2025-08-31,Roubo,17544.88,0
3191,2191,2026-03-11,Alagamento,25463.45,0
3192,2192,2026-01-17,Alagamento,21559.79,0
3193,2193,2025-08-17,Colisão,12687.53,0
3194,2194,2025-10-06,Roubo,21311.14,0
3195,2195,2026-04-06,Roubo,22600.41,0
3196,2196,2026-02-10,Roubo,14886.9,0
3197,2197,2025-09-18,Roubo,21192.89,0
3198,2198,2025-12-24,Alagamento,20612.38,0
3199,2199,2025-12-27,Colisão,13312.12,0
3200,2200,2025-07-02,Roubo,22433.1,0
3201,2201,2026-03-30,Alagamento,23666.83,0
3202,2202,2026-01-12,Alagamento,26840.95,0
3203,2203,2026-04-20,Roubo,26663.18,0
3204,2204,2025-09-12,Roubo,11885.71,0
3205,2205,2025-09-22,Alagamento,14558.9,1
3206,2206,2025-06-24,Colisão,23388.78,1
3207,2207,2025-11-01,Alagamento,23381.19,0
3208,2208,2025-07-03,Roubo,23388.86,0
3209,2209,2025-08-31,Colisão,43673.91,0
3210,2210,2025-06-18,Colisão,23728.25,0
3211,2211,2025-11-10,Alagamento,27160.11,0
3212,2212,2026-03-25,Alagamento,26056.64,0
3213,2213,2025-12-13,Alagamento,24217.5,0
3214,2214,2025-07-29,Colisão,18342.54,0
3215,2215,2026-01-20,Roubo,24871.31,0
3216,2216,2025-05-18,Colisão,15561.7,0
3217,2217,2026-01-19,Roubo,18819.33,0
3218,2218,2026-03-10,Alagamento,17308.78,0
3219,2219,2025-09-07,Roubo,20756.21,0
3220,2220,2025-12-11,Colisão,34326.15,0
3221,2221,2025-09-20,Alagamento,8910.15,1
3222,2222,2025-05-28,Colisão,24429.42,0
3223,2223,2025-06-07,Roubo,10457.2,0
3224,2224,2025-07-19,Roubo,17390.41,0
3225,2225,2025-12-24,Alagamento,26876.8,0
3226,2226,2025-10-17,Alagamento,20649.28,1
3227,2227,2025-06-16,Roubo,13708.53,0
3228,2228,2026-04-02,Roubo,15911.3,0
3229,2229,2025-09-16,Alagamento,24388.93,0
3230,2230,2025-11-26,Roubo,15819.75,0
3231,2231,2025-07-08,Roubo,21574.16,0
3232,2232,2026-02-21,Roubo,20535.58,1
3233,2233,2026-04-17,Roubo,16298.46,1
3234,2234,2025-08-30,Roubo,33288.61,0
3235,2235,2025-07-20,Colisão,24111.31,0
3236,2236,2025-08-06,Roubo,7950.64,0
3237,2237,2026-01-28,Colisão,21391.81,0
3238,2238,2025-10-20,Alagamento,16236.55,0
3239,2239,2026-03-13,Colisão,25439.35,0
3240,2240,2025-06-24,Colisão,15442.0,0
3241,2241,2026-02-01,Alagamento,19561.29,0
3242,2242,2026-01-28,Alagamento,23327.72,0
3243,2243,2025-09-02,Alagamento,25520.31,0
3244,2244,2026-01-23,Alagamento,12963.71,1
3245,2245,2025-12-26,Alagamento,18225.65,0
3246,2246,2026-01-29,Colisão,17372.09,1
3247,2247,2026-03-15,Colisão,16287.95,0
3248,2248,2025-06-13,Colisão,30988.31,0
3249,2249,2026-01-12,Alagamento,22719.92,0
3250,2250,2025-12-18,Roubo,12595.49,0
3251,2251,2025-05-16,Colisão,25837.0,0
3252,2252,2025-11-20,Alagamento,33156.2,0
3253,2253,2025-12-29,Alagamento,26533.51,0
3254,2254,2025-09-18,Roubo,11024.51,1
3255,2255,2025-11-03,Alagamento,17315.64,1
3256,2256,2026-02-06,Colisão,27958.37,1
3257,2257,2026-01-23,Colisão,15957.69,0
3258,2258,2025-10-29,Colisão,22955.96,0
3259,2259,2025-09-29,Alagamento,24966.52,0
3260,2260,2026-01-28,Alagamento,14625.12,0
3261,2261,2025-12-17,Colisão,19896.84,0
3262,2262,2025-07-25,Alagamento,6077.58,0
3263,2263,2026-02-26,Roubo,14032.81,0
3264,2264,2025-05-20,Colisão,18723.61,0
3265,2265,2026-03-28,Roubo,12675.11,1
3266,2266,2026-01-25,Alagamento,30179.73,0
3267,2267,2026-03-12,Roubo,11566.81,0
3268,2268,2025-12-19,Colisão,17584.21,1
3269,2269,2025-06-26,Colisão,21053.2,0
3270,2270,2025-10-26,Colisão,29018.07,0
3271,2271,2025-08-20,Alagamento,11532.04,0
3272,2272,2025-06-12,Roubo,27327.84,0
3273,2273,2025-07-04,Colisão,20320.81,0
3274,2274,2025-07-12,Alagamento,14293.41,0
3275,2275,2025-10-20,Roubo,23067.09,0
3276,2276,2026-04-07,Roubo,21468.42,0
3277,2277,2026-03-25,Colisão,16610.75,0
3278,2278,2026-04-25,Roubo,20682.84,0
3279,2279,2025-09-09,Colisão,17916.84,0
3280,2280,2026-01-27,Roubo,20948.52,0
3281,2281,2025-07-02,Roubo,24282.77,1
3282,2282,2026-03-05,Roubo,29897.76,0
3283,2283,2025-06-17,Roubo,12735.69,0
3284,2284,2026-01-18,Roubo,33222.3,0
3285,2285,2025-09-30,Colisão,8394.64,0
3286,2286,2025-08-13,Alagamento,19336.13,0
3287,2287,2026-01-08,Alagamento,23834.16,0
3288,2288,2025-06-25,Colisão,21966.37,0
3289,2289,2025-08-08,Alagamento,16474.1,0
3290,2290,2026-03-16,Alagamento,18993.73,0
3291,2291,2025-08-22,Alagamento,17262.36,0
3292,2292,2025-09-02,Colisão,16676.7,0
3293,2293,2025-07-14,Roubo,25422.14,0
3294,2294,2026-01-20,Colisão,22428.41,0
3295,2295,2026-02-15,Roubo,16047.4,0
3296,2296,2026-02-08,Roubo,25726.01,0
3297,2297,2025-05-17,Colisão,22126.25,1
3298,2298,2025-06-26,Roubo,25198.85,0
3299,2299,2025-05-07,Roubo,24085.24,0
3300,2300,2025-08-10,Roubo,15220.33,0
3301,2301,2025-06-16,Roubo,16854.07,0
3302,2302,2025-08-14,Roubo,24800.35,1
3303,2303,2025-12-02,Alagamento,23968.19,1
3304,2304,2025-06-15,Alagamento,20131.58,0
3305,2305,2025-12-29,Alagamento,20971.68,0
3306,2306,2025-12-20,Colisão,28023.73,0
3307,2307,2025-08-15,Colisão,16663.29,0
3308,2308,2025-05-31,Roubo,23583.64,0
3309,2309,2025-10-01,Colisão,19029.77,0
3310,2310,2025-11-20,Colisão,18935.64,0
3311,2311,2025-08-17,Roubo,26936.52,0
3312,2312,2025-05-12,Alagamento,25275.15,0
3313,2313,2025-12-25,Colisão,25202.79,0
3314,2314,2026-01-14,Colisão,28192.77,0
3315,2315,2025-12-12,Roubo,20386.27,0
3316,2316,2025-10-16,Colisão,24403.24,0
3317,2317,2025-07-08,Roubo,18372.94,0
3318,2318,2026-01-14,Alagamento,22228.76,0
3319,2319,2025-08-26,Roubo,19467.66,0
3320,2320,2025-07-17,Roubo,20848.11,1
3321,2321,2026-03-02,Alagamento,23875.73,0
3322,2322,2025-04-13,Alagamento,15285.81,0
3323,2323,2026-01-10,Roubo,32975.27,0
3324,2324,2025-06-23,Colisão,14144.46,0
3325,2325,2025-05-08,Roubo,12879.28,0
3326,2326,2025-08-15,Roubo,27297.13,1
3327,2327,2026-03-16,Roubo,25070.01,0
3328,2328,2026-02-09,Alagamento,24051.75,1
3329,2329,2025-11-20,Roubo,24077.44,0
3330,2330,2026-01-02,Colisão,20184.18,0
3331,2331,2026-03-09,Alagamento,14805.47,1
3332,2332,2025-04-30,Alagamento,20719.32,0
3333,2333,2025-08-25,Alagamento,16143.11,0
3334,2334,2025-12-26,Alagamento,26184.99,0
3335,2335,2025-10-19,Colisão,19364.86,1
3336,2336,2025-06-21,Colisão,15241.58,0
3337,2337,2025-11-09,Roubo,18305.36,0
3338,2338,2025-10-26,Colisão,22768.24,0
3339,2339,2025-08-11,Roubo,16832.53,0
3340,2340,2025-08-21,Roubo,15261.5,0
3341,2341,2025-07-04,Colisão,21739.64,0
3342,2342,2025-11-06,Colisão,21747.42,0
3343,2343,2025-06-04,Alagamento,17177.62,0
3344,2344,2025-11-06,Roubo,17395.84,0
3345,2345,2026-03-01,Roubo,21668.92,0
3346,2346,2025-06-26,Alagamento,11457.76,0
3347,2347,2026-01-31,Alagamento,11704.63,0
3348,2348,2025-07-13,Colisão,15892.21,0
3349,2349,2025-05-30,Alagamento,18961.37,0
3350,2350,2025-10-02,Alagamento,22148.18,0
3351,2351,2026-01-13,Alagamento,29225.22,1
3352,2352,2025-06-03,Roubo,25471.11,0
3353,2353,2025-05-18,Roubo,19286.57,1
3354,2354,2026-01-01,Alagamento,20143.04,0
3355,2355,2025-09-10,Roubo,14165.66,0
3356,2356,2026-02-19,Alagamento,20146.1,0
3357,2357,2025-05-02,Alagamento,18504.27,0
3358,2358,2025-09-05,Colisão,22219.96,0
3359,2359,2025-09-26,Roubo,15231.05,0
3360,2360,2026-01-24,Roubo,23414.99,0
3361,2361,2025-10-30,Colisão,29573.96,0
3362,2362,2026-04-02,Roubo,19597.61,0
3363,2363,2026-03-08,Colisão,22700.05,1
3364,2364,2025-09-27,Roubo,24453.02,0
3365,2365,2025-05-30,Colisão,17820.16,0
3366,2366,2026-03-07,Roubo,21620.55,0
3367,2367,2026-04-04,Alagamento,20335.14,1
3368,2368,2025-06-29,Roubo,20852.25,1
3369,2369,2025-09-06,Roubo,15560.58,1
3370,2370,2025-05-01,Roubo,20407.58,0
3371,2371,2025-10-04,Colisão,23285.24,0
3372,2372,2026-01-28,Roubo,29078.06,0
3373,2373,2025-09-11,Colisão,26088.66,0
3374,2374,2025-07-27,Alagamento,33344.76,0
3375,2375,2026-04-14,Alagamento,15594.99,1
3376,2376,2026-03-24,Alagamento,25560.22,0
3377,2377,2026-01-01,Colisão,21372.89,0
3378,2378,2025-08-07,Roubo,33567.33,0
3379,2379,2025-07-18,Alagamento,15346.11,0
3380,2380,2025-10-11,Roubo,15155.13,0
3381,2381,2025-10-27,Colisão,16615.75,0
3382,2382,2025-12-29,Colisão,7350.46,0
3383,2383,2026-03-10,Roubo,17063.29,0
3384,2384,2025-05-31,Alagamento,15644.92,0
3385,2385,2026-03-13,Alagamento,21172.64,0
3386,2386,2025-10-10,Roubo,22335.66,0
3387,2387,2025-05-01,Colisão,31661.2,0
3388,2388,2025-10-07,Alagamento,26034.89,0
3389,2389,2026-04-04,Alagamento,16752.43,0
3390,2390,2025-08-06,Roubo,14798.42,0
3391,2391,2025-06-02,Alagamento,23248.29,0
3392,2392,2026-02-05,Roubo,12234.79,0
3393,2393,2025-11-26,Colisão,31389.46,0
3394,2394,2025-05-19,Colisão,27426.76,0
3395,2395,2026-03-07,Roubo,17407.16,0
3396,2396,2025-09-26,Roubo,9846.89,0
3397,2397,2025-09-01,Roubo,28486.89,0
3398,2398,2025-08-22,Roubo,19562.49,0
3399,2399,2025-06-10,Alagamento,27781.55,0
3400,2400,2026-02-08,Alagamento,10568.35,0
3401,2401,2025-08-14,Alagamento,16615.86,1
3402,2402,2025-07-31,Roubo,20290.48,0
3403,2403,2026-01-21,Colisão,20544.14,0
3404,2404,2026-02-24,Colisão,17523.3,0
3405,2405,2025-07-24,Roubo,24044.04,0
3406,2406,2025-12-20,Alagamento,13770.06,0
3407,2407,2026-02-16,Colisão,19393.29,0
3408,2408,2025-10-05,Colisão,20989.72,0
3409,2409,2025-06-27,Alagamento,23385.16,0
3410,2410,2025-09-20,Roubo,24583.51,0
3411,2411,2025-10-19,Alagamento,13423.51,1
3412,2412,2025-11-06,Alagamento,10934.91,0
3413,2413,2025-07-20,Alagamento,28023.8,0
3414,2414,2025-09-05,Colisão,22278.28,0
3415,2415,2025-10-07,Colisão,15709.62,0
3416,2416,2025-10-04,Roubo,29685.87,0
3417,2417,2026-01-16,Alagamento,20961.64,0
3418,2418,2025-08-31,Alagamento,27425.89,1
3419,2419,2025-11-12,Alagamento,20668.96,1
3420,2420,2025-09-06,Roubo,32782.98,0
3421,2421,2025-10-18,Colisão,30926.85,0
3422,2422,2025-08-07,Colisão,18745.51,0
3423,2423,2026-02-07,Roubo,26163.42,1
3424,2424,2025-12-20,Alagamento,24180.94,1
3425,2425,2025-11-15,Alagamento,28576.59,1
3426,2426,2026-02-02,Alagamento,14394.21,0
3427,2427,2025-08-28,Colisão,24428.15,1
3428,2428,2025-10-22,Colisão,26691.28,0
3429,2429,2025-11-22,Colisão,9569.73,0
3430,2430,2025-10-21,Alagamento,13067.26,0
3431,2431,2026-04-11,Colisão,7865.01,0
3432,2432,2025-12-21,Colisão,18621.27,0
3433,2433,2026-01-09,Colisão,24619.54,0
3434,2434,2025-12-12,Roubo,29389.31,0
3435,2435,2026-03-09,Roubo,20708.93,0
3436,2436,2025-07-13,Alagamento,30156.66,1
3437,2437,2026-02-14,Colisão,11870.93,0
3438,2438,2025-07-08,Roubo,9906.16,0
3439,2439,2025-09-25,Alagamento,19921.02,0
3440,2440,2026-01-30,Roubo,22592.8,0
3441,2441,2026-04-11,Alagamento,20059.91,0
3442,2442,2025-06-02,Colisão,7693.56,0
3443,2443,2026-03-07,Roubo,19716.98,0
3444,2444,2025-10-12,Roubo,12330.59,0
3445,2445,2025-04-28,Alagamento,24328.6,0
3446,2446,2025-12-16,Colisão,22486.65,0
3447,2447,2025-08-12,Colisão,14546.42,0
3448,2448,2025-09-22,Colisão,17135.54,0
3449,2449,2025-04-23,Colisão,13821.15,0
3450,2450,2025-11-11,Colisão,19877.68,0
3451,2451,2025-05-28,Alagamento,26063.57,0
3452,2452,2026-01-09,Alagamento,14267.78,0
3453,2453,2025-09-23,Alagamento,23322.0,0
3454,2454,2026-01-16,Alagamento,17035.93,0
3455,2455,2026-03-28,Alagamento,15439.86,0
3456,2456,2025-08-04,Alagamento,19608.13,0
3457,2457,2025-09-02,Colisão,13966.84,0
3458,2458,2026-04-03,Alagamento,16893.76,0
3459,2459,2025-05-13,Roubo,12978.41,0
3460,2460,2025-10-14,Roubo,32199.4,0
3461,2461,2026-01-08,Colisão,20472.93,0
3462,2462,2025-10-27,Alagamento,16005.97,0
3463,2463,2026-02-04,Alagamento,21559.09,0
3464,2464,2025-11-29,Roubo,19575.93,0
3465,2465,2026-01-07,Colisão,18915.65,1
3466,2466,2025-10-26,Roubo,23991.26,0
3467,2467,2025-08-31,Colisão,24862.43,0
3468,2468,2025-08-08,Roubo,17034.45,0
3469,2469,2025-06-16,Colisão,16759.03,0
3470,2470,2025-07-23,Alagamento,18586.96,0
3471,2471,2025-05-27,Colisão,6268.49,0
3472,2472,2025-06-07,Colisão,11049.91,0
3473,2473,2026-01-30,Alagamento,28565.91,1
3474,2474,2026-03-12,Roubo,30256.04,0
3475,2475,2025-12-03,Roubo,18745.08,0
3476,2476,2026-02-14,Roubo,23762.69,0
3477,2477,2026-01-07,Alagamento,22150.26,0
3478,2478,2025-11-22,Roubo,38970.77,0
3479,2479,2025-11-16,Colisão,27062.92,1
3480,2480,2025-12-15,Alagamento,19481.18,0
3481,2481,2025-07-22,Roubo,14451.24,0
3482,2482,2026-03-15,Roubo,10495.3,0
3483,2483,2025-07-05,Alagamento,21495.18,1
3484,2484,2026-02-07,Roubo,15661.83,0
3485,2485,2025-07-15,Colisão,11614.75,0
3486,2486,2025-09-30,Colisão,16329.01,0
3487,2487,2025-12-19,Alagamento,13685.41,0
3488,2488,2025-05-29,Roubo,30512.36,0
3489,2489,2026-03-23,Colisão,25616.85,0
3490,2490,2026-03-12,Colisão,20210.16,0
3491,2491,2025-12-27,Colisão,29253.1,0
3492,2492,2025-07-07,Colisão,20728.83,0
3493,2493,2025-12-31,Alagamento,15024.09,0
3494,2494,2025-11-16,Alagamento,29515.53,0
3495,2495,2026-02-05,Roubo,23533.88,0
3496,2496,2025-10-16,Alagamento,13954.66,0
3497,2497,2025-08-24,Colisão,19101.81,0
3498,2498,2025-06-03,Colisão,14936.97,0
3499,2499,2025-08-18,Colisão,11854.53,0
3500,2500,2025-05-30,Roubo,25887.54,1
3501,2501,2026-02-17,Roubo,31863.25,0
3502,2502,2026-03-12,Alagamento,11758.7,0
3503,2503,2025-12-21,Colisão,23680.11,0
3504,2504,2026-03-06,Roubo,16304.28,0
3505,2505,2026-01-07,Roubo,17298.07,0
3506,2506,2026-01-10,Alagamento,16658.29,0
3507,2507,2025-05-13,Roubo,15007.64,0
3508,2508,2025-05-23,Alagamento,20553.51,0
3509,2509,2025-05-06,Alagamento,15208.44,0
3510,2510,2025-08-24,Alagamento,21902.34,0
3511,2511,2025-07-02,Alagamento,19953.29,0
3512,2512,2025-08-11,Roubo,18806.39,0
3513,2513,2026-04-11,Colisão,14742.82,0
3514,2514,2026-02-22,Roubo,16753.24,0
3515,2515,2025-06-03,Roubo,24849.57,1
3516,2516,2026-04-09,Alagamento,23302.98,0
3517,2517,2025-05-27,Alagamento,14317.44,0
3518,2518,2026-02-01,Roubo,20862.31,0
3519,2519,2025-05-18,Alagamento,24825.23,0
3520,2520,2025-05-25,Colisão,10112.66,0
3521,2521,2025-08-27,Alagamento,23560.93,0
3522,2522,2025-05-08,Roubo,16231.46,0
3523,2523,2025-05-21,Colisão,23726.47,0
3524,2524,2025-09-06,Colisão,15619.84,0
3525,2525,2026-01-15,Colisão,9289.29,0
3526,2526,2026-02-18,Roubo,10367.09,0
3527,2527,2025-04-27,Roubo,20550.85,0
3528,2528,2025-06-20,Alagamento,21837.1,1
3529,2529,2026-04-18,Colisão,14762.55,0
3530,2530,2025-07-23,Roubo,24139.71,0
3531,2531,2025-05-05,Alagamento,10160.59,0
3532,2532,2026-02-15,Alagamento,19857.01,1
3533,2533,2026-01-30,Alagamento,12898.56,0
3534,2534,2026-01-30,Alagamento,16297.02,0
3535,2535,2025-05-29,Alagamento,20546.68,0
3536,2536,2026-02-28,Alagamento,15029.38,0
3537,2537,2025-08-18,Colisão,17921.44,0
3538,2538,2025-06-04,Colisão,26374.44,0
3539,2539,2025-08-10,Alagamento,16752.5,0
3540,2540,2025-05-10,Colisão,25337.6,0
3541,2541,2025-04-19,Alagamento,13392.73,0
3542,2542,2025-06-21,Colisão,23478.54,1
3543,2543,2026-01-15,Alagamento,29019.87,0
3544,2544,2025-12-07,Roubo,6077.58,0
3545,2545,2025-09-06,Colisão,15415.42,0
3546,2546,2025-09-04,Alagamento,23765.82,0
3547,2547,2025-07-07,Alagamento,19024.59,0
